problem,scenario,target_ton,product_ton,total_use_mwh,renewable_mwh,buy_mwh,sell_mwh,self_use_ratio,green_ratio,export_ratio,margin_self_use,margin_green,margin_export,status,running_cost_yuan,comprehensive_cost_yuan,running_cost_per_ton,comprehensive_cost_per_ton
P3,风电场景6-光伏场景1,72,72.0,1056.72,715.76,431.7862,90.8262,0.7462104616072427,0.5913901506548566,0.12689476919637868,0.14621046160724271,0.2913901506548566,0.07310523080362133,full,393655.7049,396989.0382333333,5467.440345833334,5513.736642129629
P3,风电场景6-光伏场景1,63,63.000000000000014,932.2200000000003,715.76,307.28620000000024,90.8262,0.7462104616072427,0.6703715861062838,0.12689476919637868,0.14621046160724271,0.3703715861062838,0.07310523080362133,full,285021.8739000002,288355.2072333335,4524.15672857143,4577.066781481483
P3,风电场景6-光伏场景1,54,54.00000000000001,807.7200000000001,715.76,239.14440000000002,147.1843999999999,0.5887325360456023,0.703926608230575,0.20563373197719892,-0.011267463954397705,0.40392660823057497,-0.005633731977198908,partial,208396.85780000006,211730.1911333334,3859.201070370371,3920.9294654320993
P3,风电场景6-光伏场景1,45,45.0,683.22,715.76,239.14440000000002,271.68440000000004,0.2408505644350061,0.6499745323614647,0.37957471778249696,-0.3591494355649939,0.34997453236146475,-0.17957471778249695,partial,146339.3078,149672.64113333335,3251.984617777778,3326.0586918518525
P3,风电场景6-光伏场景1,36,35.999999999999986,558.7199999999999,715.76,239.14440000000002,396.18440000000015,-0.10703140717558994,0.571978092783505,0.553515703587795,-0.7070314071755899,0.271978092783505,-0.353515703587795,partial,84281.75779999995,87615.09113333328,2341.1599388888885,2433.7525314814807
P3,风电场景6-光伏场景2,72,72.0,1056.7199999999998,457.20000000000005,599.52,0.0,0.9999999999999996,0.43265955030660924,0.0,0.3999999999999996,0.13265955030660925,0.2,full,503352.83699999994,506686.17033333326,6991.011624999999,7037.307921296295
P3,风电场景6-光伏场景2,63,63.0,932.22,457.20000000000005,475.02000000000015,2.842170943040401e-14,0.9999999999999997,0.49044217030314735,6.216471878916011e-17,0.3999999999999997,0.19044217030314736,0.19999999999999996,full,388445.03700000007,391778.3703333334,6165.794238095239,6218.704291005291
P3,风电场景6-光伏场景2,54,54.00000000000001,807.72,457.20000000000005,350.52000000000015,2.842170943040401e-14,0.9999999999999997,0.5660377358490566,6.216471878916011e-17,0.3999999999999997,0.2660377358490566,0.19999999999999996,full,295837.9050000001,299171.2383333334,5478.479722222223,5540.208117283951
P3,风电场景6-光伏场景2,45,45.0,683.22,457.20000000000005,253.2244,27.20439999999995,0.8809956255468067,0.629366236351395,0.05950218722659656,0.2809956255468067,0.329366236351395,0.14049781277340345,full,212522.09180000005,215855.4251333334,4722.713151111112,4796.787225185187
P3,风电场景6-光伏场景2,36,35.999999999999986,558.7199999999999,457.20000000000005,253.2244,151.70440000000013,0.33637620297462767,0.5467776345933562,0.33181189851268617,-0.2636237970253723,0.24677763459335617,-0.13181189851268615,partial,150464.54179999995,153797.8751333333,4179.570605555556,4272.163198148149
P3,风电场景6-光伏场景3,72,72.0,1056.72,291.44,765.28,0.0,1.0000000000000002,0.2757968052085699,0.0,0.40000000000000024,-0.02420319479143007,0.2,partial,604486.6610000001,607819.9943333335,8395.648069444445,8441.944365740743
P3,风电场景6-光伏场景3,63,63.0,932.22,291.44,640.7800000000001,0.0,0.9999999999999998,0.31263006586428094,0.0,0.3999999999999998,0.012630065864280948,0.2,full,489578.8610000001,492912.1943333334,7771.093031746033,7824.003084656086
P3,风电场景6-光伏场景3,54,54.000000000000014,807.7200000000001,291.44,516.2800000000002,7.105427357601002e-15,0.9999999999999998,0.36081810528400926,2.4380412289325424e-17,0.3999999999999998,0.06081810528400927,0.19999999999999998,full,376629.32900000014,379962.66233333346,6974.617203703705,7036.345598765432
P3,风电场景6-光伏场景3,45,45.00000000000001,683.22,291.44,391.7800000000001,7.105427357601002e-15,0.9999999999999998,0.42656830889025493,2.4380412289325424e-17,0.3999999999999998,0.12656830889025494,0.19999999999999998,full,285999.029,289332.3623333333,6355.533977777776,6429.60805185185
P3,风电场景6-光伏场景3,36,35.999999999999986,558.7199999999998,291.44,267.2799999999999,8.881784197001252e-15,0.9999999999999996,0.5216208476517756,3.047551536165678e-17,0.3999999999999996,0.22162084765177564,0.19999999999999998,full,195368.72899999993,198702.06233333328,5426.909138888889,5519.501731481482
P3,风电场景6-光伏场景4,72,72.0,1056.72,226.8,829.92,0.0,1.0000000000000002,0.21462639109697934,0.0,0.40000000000000024,-0.08537360890302065,0.2,partial,643979.3969999999,647312.7303333333,8944.158291666665,8990.454587962962
P3,风电场景6-光伏场景4,63,63.0,932.22,226.8,705.4200000000001,0.0,0.9999999999999998,0.2432902104653408,0.0,0.3999999999999998,-0.05670978953465919,0.2,partial,529071.5970000001,532404.9303333334,8397.961857142858,8450.871910052912
P3,风电场景6-光伏场景4,54,54.000000000000014,807.7200000000001,226.8,580.9200000000001,0.0,1.0000000000000002,0.2807903729015005,0.0,0.40000000000000024,-0.019209627098499493,0.2,partial,414163.79700000014,417497.13033333345,7669.699944444445,7731.428339506173
P3,风电场景6-光伏场景4,45,45.0,683.22,226.8,456.4200000000001,0.0,0.9999999999999998,0.3319574953894792,0.0,0.3999999999999998,0.03195749538947923,0.2,full,318077.90400000004,321411.23733333335,7068.397866666667,7142.471940740741
P3,风电场景6-光伏场景4,36,35.999999999999986,558.7199999999998,226.8,331.9199999999999,0.0,0.9999999999999994,0.40592783505154656,0.0,0.39999999999999947,0.10592783505154657,0.2,full,227447.60399999988,230780.93733333322,6317.988999999999,6410.581592592592
